image name,label,confidence
06ac404b-75fe-494a-91db-3eb268cd507e_image_6.jpg,bed,0.77
06ac404b-75fe-494a-91db-3eb268cd507e_image_7.jpg,bed,0.84
06ac404b-75fe-494a-91db-3eb268cd507e_image_8.jpg,bed,0.83
07b0ad70-bc34-4bdd-8d1a-338a967ef720_image_1.jpg,bed,0.73
07b0ad70-bc34-4bdd-8d1a-338a967ef720_image_2.jpg,bed,0.76
0875b020-9902-48b4-831c-04d1127e0de0_image_1.jpg,bed,0.71
0875b020-9902-48b4-831c-04d1127e0de0_image_2.jpg,bed,0.47
08ae77a9-c83a-4703-b2f7-63180fd02016_image_1.jpg,bed,0.59
08ae77a9-c83a-4703-b2f7-63180fd02016_image_2.jpg,bed,0.59
08ae77a9-c83a-4703-b2f7-63180fd02016_image_3.jpg,bed,0.5
08ae77a9-c83a-4703-b2f7-63180fd02016_image_3.jpg,bed,0.42
09992bba-26b5-4a36-bba0-d1fb53c89314_image_1.jpg,bed,0.77
09a9b942-be44-48dd-a49d-ce139b66f87d_image_1.jpg,bed,0.67
09a9b942-be44-48dd-a49d-ce139b66f87d_image_2.jpg,bed,0.63
09a9b942-be44-48dd-a49d-ce139b66f87d_image_3.jpg,bed,0.46
09a9b942-be44-48dd-a49d-ce139b66f87d_image_3.jpg,bed,0.4
09a9b942-be44-48dd-a49d-ce139b66f87d_image_4.jpg,bed,0.79
09a9b942-be44-48dd-a49d-ce139b66f87d_image_5.jpg,bed,0.43
09a9b942-be44-48dd-a49d-ce139b66f87d_image_5.jpg,bed,0.37
09a9b942-be44-48dd-a49d-ce139b66f87d_image_6.jpg,bed,0.61
09a9b942-be44-48dd-a49d-ce139b66f87d_image_6.jpg,bed,0.42
09a9b942-be44-48dd-a49d-ce139b66f87d_image_7.jpg,bed,0.54
09a9b942-be44-48dd-a49d-ce139b66f87d_image_8.jpg,bed,0.41
09a9b942-be44-48dd-a49d-ce139b66f87d_image_8.jpg,bed,0.41
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_1.jpg,bed,0.68
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_2.jpg,bed,0.53
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_2.jpg,bed,0.43
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_3.jpg,bed,0.59
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_3.jpg,bed,0.38
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_4.jpg,bed,0.71
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_5.jpg,bed,0.8
0a283dd8-39d0-4f1b-9395-a8552b0729e1_image_6.jpg,bed,0.56
0aa0bd2d-25a2-4463-b716-9e2b41c4e050_image_1.jpg,bed,0.79
0aa0bd2d-25a2-4463-b716-9e2b41c4e050_image_2.jpg,bed,0.36
0aa0bd2d-25a2-4463-b716-9e2b41c4e050_image_2.jpg,bed,0.35
0aa0bd2d-25a2-4463-b716-9e2b41c4e050_image_3.jpg,bed,0.72
0aaa4e47-ce53-4cf8-8088-0e25feebb30f_image_1.jpg,bed,0.62
0aaa4e47-ce53-4cf8-8088-0e25feebb30f_image_2.jpg,bed,0.45
0aaa4e47-ce53-4cf8-8088-0e25feebb30f_image_2.jpg,bed,0.42
0ab4e5e7-bee5-4b6c-a95b-3770324fd2eb_image_1.jpg,bed,0.83
0ab4e5e7-bee5-4b6c-a95b-3770324fd2eb_image_2.jpg,bed,0.82
0ab4e5e7-bee5-4b6c-a95b-3770324fd2eb_image_3.jpg,bed,0.74
0ab4e5e7-bee5-4b6c-a95b-3770324fd2eb_image_4.jpg,bed,0.85
0abbd5b7-af0a-4409-af47-ef08a17b2b74_image_1.jpg,bed,0.5
0abbd5b7-af0a-4409-af47-ef08a17b2b74_image_1.jpg,bed,0.41
0abbd5b7-af0a-4409-af47-ef08a17b2b74_image_2.jpg,bed,0.6
0abbd5b7-af0a-4409-af47-ef08a17b2b74_image_2.jpg,bed,0.42
0abbd5b7-af0a-4409-af47-ef08a17b2b74_image_2.jpg,bed,0.37
0abbd5b7-af0a-4409-af47-ef08a17b2b74_image_3.jpg,bed,0.78
0abbd5b7-af0a-4409-af47-ef08a17b2b74_image_4.jpg,bed,0.48
0b986ac4-967b-49ff-8989-60df66d64352_image_1.jpg,bed,0.74
0b986ac4-967b-49ff-8989-60df66d64352_image_2.jpg,bed,0.7
0b986ac4-967b-49ff-8989-60df66d64352_image_3.jpg,bed,0.8
0bdc4fb8-1b1d-41c9-965e-f446f6ac4fca_image_1.jpg,bed,0.82
0bdc4fb8-1b1d-41c9-965e-f446f6ac4fca_image_2.jpg,bed,0.69
0c324b48-7d44-4462-ac49-05aec99ffc51_image_1.jpg,bed,0.72
0c324b48-7d44-4462-ac49-05aec99ffc51_image_1.jpg,bed,0.44
0c324b48-7d44-4462-ac49-05aec99ffc51_image_10.jpg,bed,0.81
0c324b48-7d44-4462-ac49-05aec99ffc51_image_11.jpg,bed,0.84
0c324b48-7d44-4462-ac49-05aec99ffc51_image_2.jpg,bed,0.79
0c324b48-7d44-4462-ac49-05aec99ffc51_image_3.jpg,bed,0.8
0c324b48-7d44-4462-ac49-05aec99ffc51_image_4.jpg,bed,0.82
0c324b48-7d44-4462-ac49-05aec99ffc51_image_5.jpg,bed,0.81
0c324b48-7d44-4462-ac49-05aec99ffc51_image_6.jpg,bed,0.84
0c324b48-7d44-4462-ac49-05aec99ffc51_image_7.jpg,bed,0.81
0c324b48-7d44-4462-ac49-05aec99ffc51_image_8.jpg,bed,0.8
0c324b48-7d44-4462-ac49-05aec99ffc51_image_9.jpg,bed,0.81
0c339187-d1f8-4bbc-aba7-6bc86d5dd929_image_1.jpg,bed,0.63
0c339187-d1f8-4bbc-aba7-6bc86d5dd929_image_2.jpg,bed,0.84
0c339187-d1f8-4bbc-aba7-6bc86d5dd929_image_3.jpg,bed,0.57
0c549343-9ab9-4044-bd76-f3ebd534908d_image_1.jpg,bed,0.59
0c549343-9ab9-4044-bd76-f3ebd534908d_image_2.jpg,bed,0.79
0c549343-9ab9-4044-bd76-f3ebd534908d_image_3.jpg,bed,0.68
0c549343-9ab9-4044-bd76-f3ebd534908d_image_3.jpg,bed,0.37
0c549343-9ab9-4044-bd76-f3ebd534908d_image_3.jpg,bed,0.36
0c549343-9ab9-4044-bd76-f3ebd534908d_image_4.jpg,bed,0.81
0c549343-9ab9-4044-bd76-f3ebd534908d_image_5.jpg,bed,0.5
0c549343-9ab9-4044-bd76-f3ebd534908d_image_6.jpg,bed,0.73
0c83cf69-8383-4d23-9688-8fd8334aada8_image_1.jpg,bed,0.64
0c83cf69-8383-4d23-9688-8fd8334aada8_image_1.jpg,bed,0.37
0c83cf69-8383-4d23-9688-8fd8334aada8_image_2.jpg,bed,0.64
0c83cf69-8383-4d23-9688-8fd8334aada8_image_3.jpg,bed,0.53
0c83cf69-8383-4d23-9688-8fd8334aada8_image_4.jpg,bed,0.84
0d65f506-9a77-43e4-8180-9528b6057719_image_1.jpg,bed,0.72
0d65f506-9a77-43e4-8180-9528b6057719_image_2.jpg,bed,0.76
0d65f506-9a77-43e4-8180-9528b6057719_image_3.jpg,bed,0.8
0d65f506-9a77-43e4-8180-9528b6057719_image_4.jpg,bed,0.78
0f670566-e914-4b3e-aa5b-58dde54f37a9_image_1.jpg,bed,0.74
0f670566-e914-4b3e-aa5b-58dde54f37a9_image_2.jpg,bed,0.75
0f670566-e914-4b3e-aa5b-58dde54f37a9_image_3.jpg,bed,0.82
0f670566-e914-4b3e-aa5b-58dde54f37a9_image_4.jpg,bed,0.78
0f670566-e914-4b3e-aa5b-58dde54f37a9_image_5.jpg,bed,0.83
1074fca3-62cd-4156-ad6e-bf469ec93b67_image_1.jpg,bed,0.81
1074fca3-62cd-4156-ad6e-bf469ec93b67_image_2.jpg,bed,0.52
1074fca3-62cd-4156-ad6e-bf469ec93b67_image_2.jpg,bed,0.41
1074fca3-62cd-4156-ad6e-bf469ec93b67_image_3.jpg,bed,0.83
1074fca3-62cd-4156-ad6e-bf469ec93b67_image_4.jpg,bed,0.85
11661940-0769-4e62-8e21-b25ffc48fe14_image_1.jpg,bed,0.83
11661940-0769-4e62-8e21-b25ffc48fe14_image_2.jpg,bed,0.83
11661940-0769-4e62-8e21-b25ffc48fe14_image_3.jpg,bed,0.84
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_1.jpg,bed,0.51
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_1.jpg,bed,0.38
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_1.jpg,bed,0.45
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_2.jpg,bed,0.53
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_2.jpg,bed,0.45
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_2.jpg,bed,0.38
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_3.jpg,bed,0.49
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_4.jpg,bed,0.65
11c05a0b-9692-4520-8044-c60fd1e57ee1_image_5.jpg,bed,0.78
11ea8e30-ebcd-4723-af59-1d4900dc2fee_image_1.jpg,bed,0.72
11ea8e30-ebcd-4723-af59-1d4900dc2fee_image_2.jpg,bed,0.73
121414d8-ac66-4f13-a7b9-5287f7466040_image_1.jpg,bed,0.85
121414d8-ac66-4f13-a7b9-5287f7466040_image_2.jpg,bed,0.63
121414d8-ac66-4f13-a7b9-5287f7466040_image_3.jpg,bed,0.51
121414d8-ac66-4f13-a7b9-5287f7466040_image_3.jpg,bed,0.39
121414d8-ac66-4f13-a7b9-5287f7466040_image_4.jpg,bed,0.81
1222b662-0681-48ad-a51e-f6a926f3f821_image_1.jpg,bed,0.72
1222b662-0681-48ad-a51e-f6a926f3f821_image_2.jpg,bed,0.78
1222b662-0681-48ad-a51e-f6a926f3f821_image_3.jpg,bed,0.62
1222b662-0681-48ad-a51e-f6a926f3f821_image_4.jpg,bed,0.69
1222b662-0681-48ad-a51e-f6a926f3f821_image_5.jpg,bed,0.8
1222b662-0681-48ad-a51e-f6a926f3f821_image_6.jpg,bed,0.73
1222b662-0681-48ad-a51e-f6a926f3f821_image_6.jpg,bed,0.41
1222b662-0681-48ad-a51e-f6a926f3f821_image_6.jpg,bed,0.4
1222b662-0681-48ad-a51e-f6a926f3f821_image_6.jpg,bed,0.43
1222b662-0681-48ad-a51e-f6a926f3f821_image_7.jpg,bed,0.8
1222b662-0681-48ad-a51e-f6a926f3f821_image_8.jpg,bed,0.82
1222b662-0681-48ad-a51e-f6a926f3f821_image_9.jpg,bed,0.82
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_1.jpg,bed,0.42
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_1.jpg,bed,0.44
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_2.jpg,bed,0.36
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_2.jpg,bed,0.44
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_3.jpg,bed,0.38
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_3.jpg,bed,0.36
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_4.jpg,bed,0.74
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_5.jpg,bed,0.48
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_5.jpg,bed,0.36
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_6.jpg,bed,0.8
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_7.jpg,bed,0.77
125636c6-e8d7-4c38-bcf4-c716db81ff1f_image_8.jpg,bed,0.77
12ac6535-97c0-42c4-a11c-7777bcfafb96_image_1.jpg,bed,0.81
12ac6535-97c0-42c4-a11c-7777bcfafb96_image_2.jpg,bed,0.85
12ac6535-97c0-42c4-a11c-7777bcfafb96_image_3.jpg,bed,0.83
12ac6535-97c0-42c4-a11c-7777bcfafb96_image_4.jpg,bed,0.85
1324beb1-e296-48f7-a67b-8ddd5fd9ec4d_image_1.jpg,bed,0.79
1324beb1-e296-48f7-a67b-8ddd5fd9ec4d_image_2.jpg,bed,0.78
1324beb1-e296-48f7-a67b-8ddd5fd9ec4d_image_3.jpg,bed,0.76
1483b62e-98bc-409e-8839-130465843090_image_1.jpg,bed,0.78
1483b62e-98bc-409e-8839-130465843090_image_2.jpg,bed,0.74
1483b62e-98bc-409e-8839-130465843090_image_3.jpg,bed,0.62
1483b62e-98bc-409e-8839-130465843090_image_4.jpg,bed,0.4
14d06455-4313-4a97-8587-4218f0cb54b7_image_1.jpg,bed,0.84
14d06455-4313-4a97-8587-4218f0cb54b7_image_2.jpg,bed,0.77
14d06455-4313-4a97-8587-4218f0cb54b7_image_3.jpg,bed,0.85
1530c488-22ab-412e-80aa-0dcfac120812_image_1.jpg,bed,0.49
1530c488-22ab-412e-80aa-0dcfac120812_image_2.jpg,bed,0.61
1530c488-22ab-412e-80aa-0dcfac120812_image_3.jpg,bed,0.68
17997e5e-8b39-43cf-b66c-2405e402e13a_image_1.jpg,bed,0.69
17997e5e-8b39-43cf-b66c-2405e402e13a_image_2.jpg,bed,0.69
17997e5e-8b39-43cf-b66c-2405e402e13a_image_3.jpg,bed,0.62
17997e5e-8b39-43cf-b66c-2405e402e13a_image_4.jpg,bed,0.45
17997e5e-8b39-43cf-b66c-2405e402e13a_image_4.jpg,bed,0.36
179cbcd5-3f9b-4d38-9046-eb5bb7d86e89_image_1.jpg,bed,0.51
179cbcd5-3f9b-4d38-9046-eb5bb7d86e89_image_2.jpg,bed,0.45
179cbcd5-3f9b-4d38-9046-eb5bb7d86e89_image_2.jpg,bed,0.36
179cbcd5-3f9b-4d38-9046-eb5bb7d86e89_image_3.jpg,bed,0.72
179cbcd5-3f9b-4d38-9046-eb5bb7d86e89_image_4.jpg,bed,0.79
179cbcd5-3f9b-4d38-9046-eb5bb7d86e89_image_5.jpg,bed,0.64
179cbcd5-3f9b-4d38-9046-eb5bb7d86e89_image_6.jpg,bed,0.83
183b8b6a-533e-48a4-96a2-938982f2a897_image_1.jpg,bed,0.82
183b8b6a-533e-48a4-96a2-938982f2a897_image_2.jpg,bed,0.81
183b8b6a-533e-48a4-96a2-938982f2a897_image_3.jpg,bed,0.79
183b8b6a-533e-48a4-96a2-938982f2a897_image_4.jpg,bed,0.85
183b8b6a-533e-48a4-96a2-938982f2a897_image_5.jpg,bed,0.74
183b8b6a-533e-48a4-96a2-938982f2a897_image_6.jpg,bed,0.86
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_1.jpg,bed,0.61
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_2.jpg,bed,0.56
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_2.jpg,bed,0.51
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_2.jpg,bed,0.46
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_2.jpg,bed,0.37
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_3.jpg,bed,0.67
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_3.jpg,bed,0.37
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_4.jpg,bed,0.61
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_4.jpg,bed,0.47
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_5.jpg,bed,0.8
1a7375e7-38dd-42ca-bac6-7e314cc1f5df_image_6.jpg,bed,0.76
1b9af76c-d149-4328-b4c7-f98cf2dcf261_image_1.jpg,bed,0.83
1b9af76c-d149-4328-b4c7-f98cf2dcf261_image_2.jpg,bed,0.85
1bf4f670-668c-4a75-b068-d512946dd4ab_image_1.jpg,bed,0.55
1bf4f670-668c-4a75-b068-d512946dd4ab_image_2.jpg,bed,0.63
1bf4f670-668c-4a75-b068-d512946dd4ab_image_3.jpg,bed,0.48
1bf4f670-668c-4a75-b068-d512946dd4ab_image_3.jpg,bed,0.42
1bf4f670-668c-4a75-b068-d512946dd4ab_image_4.jpg,bed,0.45
1bf4f670-668c-4a75-b068-d512946dd4ab_image_5.jpg,bed,0.73
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_1.jpg,bed,0.83
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_10.jpg,bed,0.71
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_2.jpg,bed,0.61
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_2.jpg,bed,0.62
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_2.jpg,bed,0.55
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_2.jpg,bed,0.58
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_2.jpg,bed,0.57
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_2.jpg,bed,0.52
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_3.jpg,bed,0.51
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_3.jpg,bed,0.61
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_3.jpg,bed,0.53
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_3.jpg,bed,0.47
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_3.jpg,bed,0.43
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_3.jpg,bed,0.35
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_4.jpg,bed,0.59
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_4.jpg,bed,0.59
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_4.jpg,bed,0.58
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_4.jpg,bed,0.57
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_4.jpg,bed,0.58
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_4.jpg,bed,0.5
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_4.jpg,bed,0.5
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_5.jpg,bed,0.78
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_5.jpg,bed,0.75
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_6.jpg,bed,0.75
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_6.jpg,bed,0.76
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_7.jpg,bed,0.83
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_8.jpg,bed,0.79
1dc53d99-8378-43a5-ad44-47e0f9550aaf_image_9.jpg,bed,0.76
1dd670b9-036e-4c69-9855-a140ad1d3ea0_image_1.jpg,bed,0.82
1dd670b9-036e-4c69-9855-a140ad1d3ea0_image_2.jpg,bed,0.78
1dd670b9-036e-4c69-9855-a140ad1d3ea0_image_3.jpg,bed,0.76
1dd670b9-036e-4c69-9855-a140ad1d3ea0_image_4.jpg,bed,0.84
1dd670b9-036e-4c69-9855-a140ad1d3ea0_image_5.jpg,bed,0.81
1dd670b9-036e-4c69-9855-a140ad1d3ea0_image_6.jpg,bed,0.75
1decdcdb-e222-47e3-af34-f5dc3b21e28d_image_1.jpg,bed,0.78
1decdcdb-e222-47e3-af34-f5dc3b21e28d_image_2.jpg,bed,0.62
1decdcdb-e222-47e3-af34-f5dc3b21e28d_image_3.jpg,bed,0.69
1e0e3c08-4b8c-443e-b7d7-ec3ad3b37087_image_1.jpg,bed,0.82
1e0e3c08-4b8c-443e-b7d7-ec3ad3b37087_image_2.jpg,bed,0.84
1e0e3c08-4b8c-443e-b7d7-ec3ad3b37087_image_3.jpg,bed,0.79
1e465446-87c2-4108-9c30-0b8af8e8b846_image_1.jpg,bed,0.49
1e465446-87c2-4108-9c30-0b8af8e8b846_image_1.jpg,bed,0.47
