Site_id,Product_id,Product_Name,Sku,Variant,Category,Processed_Categories,Department,Tags,BrandName,Tagline,Material,MaterialCategory,Color,ColorGroup,FinishColor,FinishColorGroup,Features,Product_Description,Product_Addional_Info,Product_Construction_Info,Product_Width,Product_Length,Product_Height,Unit,Image_Id,Image_Url,Downloaded_Image_Id,Class
201cb789-4198-488b-a5eb-4e7df0fb4bee,9dcf0a86-a3b4-4398-bd1c-89e764464d86,howland bookcase,BO-MRHWGY,Howland Bookcase,dining,bookcases shelves,office,bookcases shelves,martin furniture,,,,,,Gray,Grey,adjustable shelf | storage | open shelf,the understated nature of the howland collection is its greatest strength versatile and classic these timeless pieces will outlast trends and endure extended use with the collection s reliable craftsmanship the howland set blends into a variety of style choices and grounds any room with its inviting warm gray finish ,30 l x 13 d x 72 h,warm gray finish one fixed height shelf three adjustable shelves,13.0,30.0,72.0,in,9dcf0a86-a3b4-4398-bd1c-89e764464d86_BO-MRHWGY_image_1,https://furniturerow.scene7.com/is/image/FurnitureRow/HowlandBookcase1?$original$,9dcf0a86-a3b4-4398-bd1c-89e764464d86_image_1,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,cb67c3cd-72f5-4431-a746-8b4d1f1b62d9,winona bookcase,BO-MRWNCT,Winona Chestnut Bookcase,dining,bookcases shelves,office,bookcases shelves,martin furniture,,,,,,Chestnut,Dark Brown,adjustable shelf | storage | open shelf,the winona collection exudes countryside style with strong lines and rustic hardware with a light beachy gray finish this collection adds a calming element to your home or office without sacrificing durability and practicality ,30 l x 13 d x 72 h,beachy gray finish one fixed height shelf three adjustable shelves,13.0,30.0,72.0,in,cb67c3cd-72f5-4431-a746-8b4d1f1b62d9_BO-MRWNCT_image_6,https://furniturerow.scene7.com/is/image/FurnitureRow/WinonaChestnutBookcase6?$original$,cb67c3cd-72f5-4431-a746-8b4d1f1b62d9_image_6,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,6f942c48-ed5e-49fd-b9ce-d8329dabaf38,gusman bookcase,BO-MOGUDG,Gusman Dark Grey Bookcase,dining,bookcases,office,bookcases,modus,,Acacia,Wood,,,Dark Grey,Grey,shelves | storage,the gusman home office collection makes a striking first impression with bold proportions crisp modern lines and a rich weathered finish smartly accented with top mounted nickel plated pulls and a floating plinth base the single pedestal desk includes lateral file storage for letter and legal size paperwork ,32 l x 16 d x 74 h,made from solid acacia with acacia veneer assembly required,16.0,32.0,74.0,in,6f942c48-ed5e-49fd-b9ce-d8329dabaf38_BO-MOGUDG_image_1,https://furniturerow.scene7.com/is/image/FurnitureRow/GusmanDkGreyBookcase1?$original$,6f942c48-ed5e-49fd-b9ce-d8329dabaf38_image_1,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2200184,concord bookcase,BO-PKCO84E,"Concord 84"" Bookcase Espresso",dining,bookcases shelves,office,bookcases shelves,furniture row,storage that caters to you,MDF,Wood,,,Espresso,Dark Brown,storage | open shelf,get the storage that caters to your space with the concord bookcase crafted with american oak veneers this furnishing features traditional styling a wire access hole in the bottom and adjustable shelves with classic molding on the top and bottom this piece is a staple for every home the concord is available in your choice of a light espresso or burnished dark finishes as well as white paint and comes in 36 48 60 72 or 84 heights images of the white coming soon ,36 bookcase 31 l x 13 d x 36 h48 bookcase 31 l x 13 d x 48 h60 bookcase 31 l x 13 d x 60 h72 bookcase 31 l x 13 d x 72 h84 bookcase 31 l x 13 d x 84 h,american oak veneers in numerous finishes adjustable shelves in 2 5 increments wire access hole in bottom backs screwed and stapled to frame,13.0,31.0,84.0,in,prod2200184_BO-PKCO84E_image_2,https://furniturerow.scene7.com/is/image/FurnitureRow/Concord36inBookcaseDark2?$original$,prod2200184_image_2,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2200184,concord bookcase,BO-PKCO36W,"Concord 36"" Bookcase White",dining,bookcases shelves,office,bookcases shelves,furniture row,storage that caters to you,MDF,Wood,,,White,White,storage | open shelf,get the storage that caters to your space with the concord bookcase crafted with american oak veneers this furnishing features traditional styling a wire access hole in the bottom and adjustable shelves with classic molding on the top and bottom this piece is a staple for every home the concord is available in your choice of a light espresso or burnished dark finishes as well as white paint and comes in 36 48 60 72 or 84 heights images of the white coming soon ,36 bookcase 31 l x 13 d x 36 h48 bookcase 31 l x 13 d x 48 h60 bookcase 31 l x 13 d x 60 h72 bookcase 31 l x 13 d x 72 h84 bookcase 31 l x 13 d x 84 h,american oak veneers in numerous finishes adjustable shelves in 2 5 increments wire access hole in bottom backs screwed and stapled to frame,13.0,31.0,36.0,in,prod2200184_BO-PKCO36W_image_3,https://furniturerow.scene7.com/is/image/FurnitureRow/ConcordBookcaseGroupDark1?$original$,prod2200184_image_3,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,f87b2edf-7ea0-43d0-8ecd-0bf68b05e517,concord ii bookcase,BO-PKC272O,"Concord II 72"" Oak Bookcase",dining,bookcases shelves,office,bookcases shelves,furniture row,,Oak | Select Hardwoods,Wood | Wood,,,Oak,Light Brown,shelves | wire management,get the storage that caters to your space with the concord ii bookcase crafted with american oak veneers this furnishing features traditional styling a wire access hole in the bottom and adjustable shelves with classic molding on the top and bottom this piece is a staple for every home the concord ii is available in your choice of a white espresso or oak finishes and comes in 36 48 60 72 or 84 heights ,36 30 7 l x 12 7 d x 36 h 48 30 7 l x 12 7 d x 48 h 60 30 7 l x 12 7 d x 60 h 72 30 7 l x 12 7 d x 72 h 84 30 7 l x 12 7 d x 84 h,made of oak veneer and select hardwood wire management 5 sizes 3 colors some assembly required,12.7,30.7,72.0,in,f87b2edf-7ea0-43d0-8ecd-0bf68b05e517_BO-PKC272O_image_1,https://furniturerow.scene7.com/is/image/FurnitureRow/CONCORDII36inBOOKCASEEspresso1?$original$,f87b2edf-7ea0-43d0-8ecd-0bf68b05e517_image_1,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2200184,concord bookcase,BO-PKCO48W,"Concord 48"" Bookcase White",dining,bookcases shelves,office,bookcases shelves,furniture row,storage that caters to you,MDF,Wood,,,White,White,storage | open shelf,get the storage that caters to your space with the concord bookcase crafted with american oak veneers this furnishing features traditional styling a wire access hole in the bottom and adjustable shelves with classic molding on the top and bottom this piece is a staple for every home the concord is available in your choice of a light espresso or burnished dark finishes as well as white paint and comes in 36 48 60 72 or 84 heights images of the white coming soon ,36 bookcase 31 l x 13 d x 36 h48 bookcase 31 l x 13 d x 48 h60 bookcase 31 l x 13 d x 60 h72 bookcase 31 l x 13 d x 72 h84 bookcase 31 l x 13 d x 84 h,american oak veneers in numerous finishes adjustable shelves in 2 5 increments wire access hole in bottom backs screwed and stapled to frame,13.0,31.0,48.0,in,prod2200184_BO-PKCO48W_image_4,https://furniturerow.scene7.com/is/image/FurnitureRow/Concord36inBookcaseDark1?$original$,prod2200184_image_4,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2200184,concord bookcase,BO-PKCO60D,"Concord 60"" Bookcase Dark",dining,bookcases shelves,office,bookcases shelves,furniture row,storage that caters to you,MDF,Wood,,,Dark,Dark Brown,storage | open shelf,get the storage that caters to your space with the concord bookcase crafted with american oak veneers this furnishing features traditional styling a wire access hole in the bottom and adjustable shelves with classic molding on the top and bottom this piece is a staple for every home the concord is available in your choice of a light espresso or burnished dark finishes as well as white paint and comes in 36 48 60 72 or 84 heights images of the white coming soon ,36 bookcase 31 l x 13 d x 36 h48 bookcase 31 l x 13 d x 48 h60 bookcase 31 l x 13 d x 60 h72 bookcase 31 l x 13 d x 72 h84 bookcase 31 l x 13 d x 84 h,american oak veneers in numerous finishes adjustable shelves in 2 5 increments wire access hole in bottom backs screwed and stapled to frame,13.0,31.0,60.0,in,prod2200184_BO-PKCO60D_image_1,https://furniturerow.scene7.com/is/image/FurnitureRow/ConcordBookcaseGroupDark2?$original$,prod2200184_image_1,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2200184,concord bookcase,BO-PKCO84E,"Concord 84"" Bookcase Espresso",dining,bookcases shelves,office,bookcases shelves,furniture row,storage that caters to you,MDF,Wood,,,Espresso,Dark Brown,storage | open shelf,get the storage that caters to your space with the concord bookcase crafted with american oak veneers this furnishing features traditional styling a wire access hole in the bottom and adjustable shelves with classic molding on the top and bottom this piece is a staple for every home the concord is available in your choice of a light espresso or burnished dark finishes as well as white paint and comes in 36 48 60 72 or 84 heights images of the white coming soon ,36 bookcase 31 l x 13 d x 36 h48 bookcase 31 l x 13 d x 48 h60 bookcase 31 l x 13 d x 60 h72 bookcase 31 l x 13 d x 72 h84 bookcase 31 l x 13 d x 84 h,american oak veneers in numerous finishes adjustable shelves in 2 5 increments wire access hole in bottom backs screwed and stapled to frame,13.0,31.0,84.0,in,prod2200184_BO-PKCO84E_image_3,https://furniturerow.scene7.com/is/image/FurnitureRow/ConcordBookcaseGroupDark1?$original$,prod2200184_image_3,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,392bfa46-715a-4343-9b77-51b705b26fa7,waterbury bookcase,BO-PUWBNA,Waterbury Bookcase,dining,bookcases shelves,dining,bookcases shelves,pulaski,,Solid Hardwood | Hickory,Wood | Wood,,,Natural,Light Brown,shelves,bring the essence of an elegant home in the french countryside to your bedroom with waterbury flowing curves and creamy upholstery combine for a look that is effortlessly elegant cathedral hickory veneers enhance the grain and add softness to the warm tones of the wood shapley fronts rounded corners and walnut inlays add distinction and character ,48 l x 16 d x 86 h,made of hardwood solids and cathedral hickory veneers assembly required,16.0,48.0,86.0,in,392bfa46-715a-4343-9b77-51b705b26fa7_BO-PUWBNA_image_5,https://furniturerow.scene7.com/is/image/FurnitureRow/WaterburyBookcase5?$original$,392bfa46-715a-4343-9b77-51b705b26fa7_image_5,Shelves
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2960146,frazier park upholstered bed,BA-HCFPSVK,Frazier Park King Upholstered Bed,bedroom,beds,bedroom,beds,homelegance,,Poplar | Polyurethane,Wood | Fabric,,,,,,the reflection of your glamorous image is one of striking style and classic sophistication all illuminated by the boldly designed frazier park collection mirrored framing immediately draws your eye to the modern traditional profile of the case goods and bed as do the clipped corners on the bed mirror and vanity silver finished drop pull hardware centers each bead molding adorned drawer front the silver finish of the collection is illuminated not only by the reflected light off the mirrors but it is also enhanced by the contrasting silver gray crystal button tufted accents on the headboard and footboard ,california king 91 l x 80 d x 64 hking 87 l x 80 d x 64 hqueen 87 l x 65 d x 64 h,manmade veneer over solid wood with silver finish tufted crystal button upholstery with beveled mirror frame assembly required fondation box spring required,80.0,87.0,64.0,in,prod2960146_BA-HCFPSVK_image_1,https://furniturerow.scene7.com/is/image/FurnitureRow/1646K-1_SIDE?$original$,prod2960146_image_1,bed
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2760071,toronto bedroom set,B3-INTNQ,Toronto 3 Pc Queen Bedroom Group,bedroom,bedroom sets,bedroom,bedroom sets,furniture row,coastal charm for a design awakening,Pine,Wood,,,Sea Shell,White,drawer | storage | 3 piece set | 4 piece set,the toronto bedroom set is a departure from the norm this charming bedroom group is designed and built to fit the small space living trend making it ideal for condos apartments and smaller homes although it s scaled smaller the toronto doesn t skimp on quality pine solids and veneers in a white seashell finish add fresh cottage feel to your room while a barn door inspired headboard contrasting metal knobs and english dovetailed doors ensure quality as well as refreshing design awaken to a clean airy appearance when you bring home the toronto collection this bedroom set is available as a three piece set featuring a full queen or king sized toronto panel bed and two toronto nightstands or as a four piece set featuring a full queen or king sized toronto panel bed toronto dresser toronto mirror and toronto nightstand ,three piece king bedroom set includes 1 king panel bed 86 l x 82 d x 58 h2 nightstands 24 l x 16 d x 25 hthree piece queen bedroom set includes 1 queen panel bed 86 l x 66 d x 58 h2 nightstands 24 l x 16 d x 25 hthree piece full bedroom set includes 1 full panel bed 79 l x 60 d x 58 h2 nightstands 24 l x 16 d x 25 hfour piece king bedroom set includes 1 king panel bed 86 l x 82 d x 58 h1 dresser 58 l x 17 d x 34 h1 mirror 38 l x 1 5 d x 40 h1 nightstand 24 l x 16 d x 25 hfour piece queen bedroom set includes 1 queen panel bed 86 l x 66 d x 58 h1 dresser 58 l x 17 d x 34 h1 mirror 38 l x 1 5 d x 40 h1 nightstand 24 l x 16 d x 25 hfour piece full bedroom set includes 1 full panel bed 79 l x 60 d x 58 h1 dresser 58 l x 17 d x 34 h1 mirror 38 l x 1 5 d x 40 h1 nightstand 24 l x 16 d x 25 h,pine solids and veneers in white seashell finish barn door inspired headboard ball bearing drawer glides four piece drawer boxes contrasting metal hardware english dovetailed drawers some assembly required,82.0,86.0,58.0,in,prod2760071_B3-INTNQ_image_5,https://furniturerow.scene7.com/is/image/FurnitureRow/TorontoNightstandSeaShellTurnOpen?$original$,prod2760071_image_5,bed
201cb789-4198-488b-a5eb-4e7df0fb4bee,57c85d37-db64-4288-9457-644fff3e4319,hearne platform bed,BA-MOHEGYPF,Hearne Full Platform Bed,bedroom,beds,bedroom,beds | bed,modus,,Acacia,Wood,,,Dark,Dark Brown,,chunky proportions and subtle details give the hearne collection a casual understated modern appeal simulated tongue and groove panels architectural bronze pulls and heavy butt jointed frames are stained in a cool basalt gray for a depth and texture that keeps the active grain center stage ,cal king 93 l x 79 d x 51 hking 89 l x 84 d x 51 hqueen 89 l x 75 d x 51 hfull 84 l x 75 d x 51 h,made from solid acacia and acacia veneer construction sanded and stained drawer interiors with english dovetail joinery assembly required,75.0,84.0,51.0,in,57c85d37-db64-4288-9457-644fff3e4319_BA-MOHEGYPF_image_4,https://furniturerow.scene7.com/is/image/FurnitureRow/HearnePlatformBed4?$original$,57c85d37-db64-4288-9457-644fff3e4319_image_4,bed
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2470258,bering storage bedroom set,B4-INBESQ,Bering 4 Pc. Queen Storage Bedroom Group,bedroom,bedroom sets,bedroom,bedroom sets,furniture row,classic look that will never go out of fashion,Rubberwood,Wood,,,Tuscan Cherry,Dark Brown,storage | 4 piece set,for a classic collection that will never go out of fashion bring home the bering storage bedroom set with clean lines shaker styling and wooden tops arranged in a butcher block pattern with a tuscan cherry finish this timeless furniture brings simple elegance to any space framed drawer fronts a paneled headboard and footboard and underbed storage give this bedroom set a unique edge that sets it apart from the rest this group is available as a three piece set featuring the bering storage bed and two bering nightstands or as a four piece set featuring the bering storage bed bering dresser bering mirror and bering nightstand the bed is available in queen and king sizes ,three piece queen storage bedroom set includes 1 queen storage bed 82 l x 68 d x 58 h2 nightstands 23 l x 17 d x 29 h three piece king storage bedroom set includes 1 king storage bed 82 l x 84 d x 58 h2 nightstands 23 l x 17 d x 29 h four piece queen storage bedroom set includes 1 queen storage bed 82 l x 68 d x 58 h1 dresser 60 l x 19 d x 42 h1 mirror 43 5 l x 2 5 d x 35 h1 nightstand 23 l x 17 d x 29 h four piece king storage bedroom set includes 1 king storage bed 82 l x 84 d x 58 h1 dresser 60 l x 19 d x 42 h1 mirror 43 5 l x 2 5 d x 35 h1 nightstand 23 l x 17 d x 29 h,solid rubberwood with tuscan cherry finish framed drawer fronts side mounted ball bearing drawer glides underbed storage metal hardware some assembly required,68.0,82.0,58.0,in,prod2470258_B4-INBESQ_image_3,https://furniturerow.scene7.com/is/image/FurnitureRow/BeringStorageBedTuscanCherryKing?$original$,prod2470258_image_3,bed
201cb789-4198-488b-a5eb-4e7df0fb4bee,prod2680472,anderson 4 pc bedroom set,B4-MOADCNKG,Anderson 4 Pc. King Bedroom Set,bedroom,bedroom sets,bedroom,bedroom sets,furniture row,all american style and exquisite craftsmanship,Mahogany,Wood,,,Cinnamon,Dark Brown,,the anderson 4 pc bedroom set is crafted from tropical mahogany solids and cherry veneers and features a refined six step finish in warm hand rubbed cinnamon brown featuring english dovetailed drawers and satin nickel plated metal hardware the anderson collection boasts all american style and exquisite craftsmanship with transitional lines and hardy construction this bedroom group will match your unique design style and withstand the test of time add the anderson collection today this four piece bedroom set includes the anderson low profile bed in full queen king or cal king size anderson dresser anderson mirror and anderson nightstand ,four piece cal king bedroom set includes 1 cal king bed 95 l x 75 d x 58 1 dresser 63 l x 20 d x 41 h1 mirror 46 l x 2 d x 40 h1 standard nightstand 25 l x 18 d x 27 hfour piece king bedroom set includes 1 king bed 92 l x 79 d x 58 1 dresser 63 l x 20 d x 41 h1 mirror 46 l x 2 d x 40 h1 standard nightstand 25 l x 18 d x 27 hfour piece queen bedroom set includes 1 queen bed 92 l x 63 d x 58 1 dresser 63 l x 20 d x 41 h1 mirror 46 l x 2 d x 40 h1 standard nightstand 25 l x 18 d x 27 hfour piece full bedroom set includes 1 full bed 87 l x 57 d x 58 1 dresser 63 l x 20 d x 41 h1 mirror 46 l x 2 d x 40 h1 standard nightstand 25 l x 18 d x 27 h,tropical mahogany solids and cherry veneers in a six step hand rubbed cinnamon finish english dovetailed full extension drawers deluxe double ball bearing drawer guides solid wood drawer sides corner blocked construction satin nickel plated metal hardware some assembly required,79.0,85.0,58.0,in,prod2680472_B4-MOADCNKG_image_6,https://furniturerow.scene7.com/is/image/FurnitureRow/AndersonNIghtstandCinnamonTurn?$original$,prod2680472_image_6,bed
